code,b11,b10,b9,b8,b7,b6,b5,b4,b3,b2,b1,b0,vout,DNL,INL,delay_ns
2010,0,1,1,1,1,1,0,1,1,0,1,0,0.587813,-0.013181,-4.087764,100.0
2011,0,1,1,1,1,1,0,1,1,0,1,1,0.588106,0.001016,-4.086749,100.0
2012,0,1,1,1,1,1,0,1,1,1,0,0,0.588400,0.003055,-4.083694,100.0
2013,0,1,1,1,1,1,0,1,1,1,0,1,0.588694,0.001016,-4.082678,100.0
2014,0,1,1,1,1,1,0,1,1,1,1,0,0.588983,-0.013181,-4.095859,100.0
2015,0,1,1,1,1,1,0,1,1,1,1,1,0.589276,0.001016,-4.094844,100.0
2016,0,1,1,1,1,1,1,0,0,0,0,0,0.589524,-0.155466,-4.250310,100.0
2017,0,1,1,1,1,1,1,0,0,0,0,1,0.589817,0.001016,-4.249294,100.0
2018,0,1,1,1,1,1,1,0,0,0,1,0,0.590106,-0.013181,-4.262475,100.0
2019,0,1,1,1,1,1,1,0,0,0,1,1,0.590400,0.001016,-4.261460,100.0
2020,0,1,1,1,1,1,1,0,0,1,0,0,0.590694,0.003055,-4.258405,100.0
2021,0,1,1,1,1,1,1,0,0,1,0,1,0.590987,0.001016,-4.257389,100.0
2022,0,1,1,1,1,1,1,0,0,1,1,0,0.591276,-0.013181,-4.270570,100.0
2023,0,1,1,1,1,1,1,0,0,1,1,1,0.591569,0.001016,-4.269554,100.0
2024,0,1,1,1,1,1,1,0,1,0,0,0,0.591838,-0.084444,-4.353998,100.0
2025,0,1,1,1,1,1,1,0,1,0,0,1,0.592131,0.001016,-4.352982,100.0
2026,0,1,1,1,1,1,1,0,1,0,1,0,0.592420,-0.013181,-4.366163,100.0
2027,0,1,1,1,1,1,1,0,1,0,1,1,0.592714,0.001016,-4.365148,100.0
2028,0,1,1,1,1,1,1,0,1,1,0,0,0.593007,0.003055,-4.362093,100.0
2029,0,1,1,1,1,1,1,0,1,1,0,1,0.593301,0.001016,-4.361077,100.0
2030,0,1,1,1,1,1,1,0,1,1,1,0,0.593590,-0.013181,-4.374258,100.0
2031,0,1,1,1,1,1,1,0,1,1,1,1,0.593883,0.001016,-4.373243,100.0
2032,0,1,1,1,1,1,1,1,0,0,0,0,0.594225,0.166695,-4.206548,100.0
2033,0,1,1,1,1,1,1,1,0,0,0,1,0.594519,0.001016,-4.205532,100.0
2034,0,1,1,1,1,1,1,1,0,0,1,0,0.594808,-0.013181,-4.218713,100.0
2035,0,1,1,1,1,1,1,1,0,0,1,1,0.595101,0.001016,-4.217698,100.0
2036,0,1,1,1,1,1,1,1,0,1,0,0,0.595395,0.003055,-4.214642,100.0
2037,0,1,1,1,1,1,1,1,0,1,0,1,0.595688,0.001016,-4.213627,100.0
2038,0,1,1,1,1,1,1,1,0,1,1,0,0.595977,-0.013181,-4.226808,100.0
2039,0,1,1,1,1,1,1,1,0,1,1,1,0.596271,0.001016,-4.225792,100.0
2040,0,1,1,1,1,1,1,1,1,0,0,0,0.596539,-0.084444,-4.310236,100.0
2041,0,1,1,1,1,1,1,1,1,0,0,1,0.596832,0.001016,-4.309220,100.0
2042,0,1,1,1,1,1,1,1,1,0,1,0,0.597122,-0.013181,-4.322401,100.0
2043,0,1,1,1,1,1,1,1,1,0,1,1,0.597415,0.001016,-4.321386,100.0
2044,0,1,1,1,1,1,1,1,1,1,0,0,0.597709,0.003055,-4.318331,100.0
2045,0,1,1,1,1,1,1,1,1,1,0,1,0.598002,0.001016,-4.317315,100.0
2046,0,1,1,1,1,1,1,1,1,1,1,0,0.598291,-0.013181,-4.330496,100.0
2047,0,1,1,1,1,1,1,1,1,1,1,1,0.598585,0.001016,-4.329481,100.0
2048,1,0,0,0,0,0,0,0,0,0,0,0,0.601998,10.647656,6.318175,100.0
2049,1,0,0,0,0,0,0,0,0,0,0,1,0.602291,0.001016,6.319191,100.0
2050,1,0,0,0,0,0,0,0,0,0,1,0,0.602581,-0.013181,6.306010,100.0
2051,1,0,0,0,0,0,0,0,0,0,1,1,0.602874,0.001016,6.307025,100.0
2052,1,0,0,0,0,0,0,0,0,1,0,0,0.603168,0.003055,6.310080,100.0
2053,1,0,0,0,0,0,0,0,0,1,0,1,0.603461,0.001016,6.311096,100.0
2054,1,0,0,0,0,0,0,0,0,1,1,0,0.603750,-0.013181,6.297915,100.0
2055,1,0,0,0,0,0,0,0,0,1,1,1,0.604044,0.001016,6.298930,100.0
2056,1,0,0,0,0,0,0,0,1,0,0,0,0.604312,-0.084444,6.214487,100.0
2057,1,0,0,0,0,0,0,0,1,0,0,1,0.604605,0.001016,6.215502,100.0
2058,1,0,0,0,0,0,0,0,1,0,1,0,0.604894,-0.013181,6.202321,100.0
2059,1,0,0,0,0,0,0,0,1,0,1,1,0.605188,0.001016,6.203337,100.0
2060,1,0,0,0,0,0,0,0,1,1,0,0,0.605482,0.003055,6.206392,100.0
2061,1,0,0,0,0,0,0,0,1,1,0,1,0.605775,0.001016,6.207407,100.0
2062,1,0,0,0,0,0,0,0,1,1,1,0,0.606064,-0.013181,6.194226,100.0
2063,1,0,0,0,0,0,0,0,1,1,1,1,0.606358,0.001016,6.195242,100.0
2064,1,0,0,0,0,0,0,1,0,0,0,0,0.606699,0.166695,6.361937,100.0
2065,1,0,0,0,0,0,0,1,0,0,0,1,0.606993,0.001016,6.362953,100.0
2066,1,0,0,0,0,0,0,1,0,0,1,0,0.607282,-0.013181,6.349772,100.0
2067,1,0,0,0,0,0,0,1,0,0,1,1,0.607575,0.001016,6.350787,100.0
2068,1,0,0,0,0,0,0,1,0,1,0,0,0.607869,0.003055,6.353842,100.0
2069,1,0,0,0,0,0,0,1,0,1,0,1,0.608163,0.001016,6.354858,100.0
2070,1,0,0,0,0,0,0,1,0,1,1,0,0.608452,-0.013181,6.341677,100.0
2071,1,0,0,0,0,0,0,1,0,1,1,1,0.608745,0.001016,6.342692,100.0
2072,1,0,0,0,0,0,0,1,1,0,0,0,0.609013,-0.084444,6.258249,100.0
2073,1,0,0,0,0,0,0,1,1,0,0,1,0.609307,0.001016,6.259264,100.0
2074,1,0,0,0,0,0,0,1,1,0,1,0,0.609596,-0.013181,6.246083,100.0
2075,1,0,0,0,0,0,0,1,1,0,1,1,0.609889,0.001016,6.247099,100.0
2076,1,0,0,0,0,0,0,1,1,1,0,0,0.610183,0.003055,6.250154,100.0
2077,1,0,0,0,0,0,0,1,1,1,0,1,0.610477,0.001016,6.251170,100.0
2078,1,0,0,0,0,0,0,1,1,1,1,0,0.610766,-0.013181,6.237989,100.0
2079,1,0,0,0,0,0,0,1,1,1,1,1,0.611059,0.001016,6.239004,100.0
2080,1,0,0,0,0,0,1,0,0,0,0,0,0.611307,-0.155466,6.083538,100.0
2081,1,0,0,0,0,0,1,0,0,0,0,1,0.611600,0.001016,6.084553,100.0
2082,1,0,0,0,0,0,1,0,0,0,1,0,0.611889,-0.013181,6.071372,100.0
2083,1,0,0,0,0,0,1,0,0,0,1,1,0.612182,0.001016,6.072388,100.0
2084,1,0,0,0,0,0,1,0,0,1,0,0,0.612476,0.003055,6.075443,100.0
2085,1,0,0,0,0,0,1,0,0,1,0,1,0.612770,0.001016,6.076459,100.0
2086,1,0,0,0,0,0,1,0,0,1,1,0,0.613059,-0.013181,6.063278,100.0
2087,1,0,0,0,0,0,1,0,0,1,1,1,0.613352,0.001016,6.064293,100.0
2088,1,0,0,0,0,0,1,0,1,0,0,0,0.613620,-0.084444,5.979850,100.0
2089,1,0,0,0,0,0,1,0,1,0,0,1,0.613914,0.001016,5.980865,100.0
2090,1,0,0,0,0,0,1,0,1,0,1,0,0.614203,-0.013181,5.967684,100.0
2091,1,0,0,0,0,0,1,0,1,0,1,1,0.614496,0.001016,5.968700,100.0
2092,1,0,0,0,0,0,1,0,1,1,0,0,0.614790,0.003055,5.971755,100.0
2093,1,0,0,0,0,0,1,0,1,1,0,1,0.615084,0.001016,5.972770,100.0
2094,1,0,0,0,0,0,1,0,1,1,1,0,0.615373,-0.013181,5.959589,100.0
2095,1,0,0,0,0,0,1,0,1,1,1,1,0.615666,0.001016,5.960605,100.0
2096,1,0,0,0,0,0,1,1,0,0,0,0,0.616008,0.166695,6.127300,100.0
2097,1,0,0,0,0,0,1,1,0,0,0,1,0.616301,0.001016,6.128316,100.0
2098,1,0,0,0,0,0,1,1,0,0,1,0,0.616591,-0.013181,6.115135,100.0
2099,1,0,0,0,0,0,1,1,0,0,1,1,0.616884,0.001016,6.116150,100.0
2100,1,0,0,0,0,0,1,1,0,1,0,0,0.617178,0.003055,6.119205,100.0
2101,1,0,0,0,0,0,1,1,0,1,0,1,0.617471,0.001016,6.120221,100.0
2102,1,0,0,0,0,0,1,1,0,1,1,0,0.617760,-0.013181,6.107040,100.0
2103,1,0,0,0,0,0,1,1,0,1,1,1,0.618054,0.001016,6.108055,100.0
2104,1,0,0,0,0,0,1,1,1,0,0,0,0.618322,-0.084444,6.023612,100.0
2105,1,0,0,0,0,0,1,1,1,0,0,1,0.618615,0.001016,6.024627,100.0
2106,1,0,0,0,0,0,1,1,1,0,1,0,0.618904,-0.013181,6.011446,100.0
2107,1,0,0,0,0,0,1,1,1,0,1,1,0.619198,0.001016,6.012462,100.0
2108,1,0,0,0,0,0,1,1,1,1,0,0,0.619492,0.003055,6.015517,100.0
2109,1,0,0,0,0,0,1,1,1,1,0,1,0.619785,0.001016,6.016532,100.0
2110,1,0,0,0,0,0,1,1,1,1,1,0,0.620074,-0.013181,6.003351,100.0
2111,1,0,0,0,0,0,1,1,1,1,1,1,0.620368,0.001016,6.004367,100.0
2112,1,0,0,0,0,1,0,0,0,0,0,0,0.620727,0.225881,6.230248,100.0
2113,1,0,0,0,0,1,0,0,0,0,0,1,0.621020,0.001016,6.231263,100.0
2114,1,0,0,0,0,1,0,0,0,0,1,0,0.621309,-0.013181,6.218082,100.0
2115,1,0,0,0,0,1,0,0,0,0,1,1,0.621603,0.001016,6.219098,100.0
2116,1,0,0,0,0,1,0,0,0,1,0,0,0.621897,0.003055,6.222153,100.0
2117,1,0,0,0,0,1,0,0,0,1,0,1,0.622190,0.001016,6.223168,100.0
2118,1,0,0,0,0,1,0,0,0,1,1,0,0.622479,-0.013181,6.209987,100.0
2119,1,0,0,0,0,1,0,0,0,1,1,1,0.622772,0.001016,6.211003,100.0
2120,1,0,0,0,0,1,0,0,1,0,0,0,0.623041,-0.084444,6.126559,100.0
2121,1,0,0,0,0,1,0,0,1,0,0,1,0.623334,0.001016,6.127575,100.0
2122,1,0,0,0,0,1,0,0,1,0,1,0,0.623623,-0.013181,6.114394,100.0
2123,1,0,0,0,0,1,0,0,1,0,1,1,0.623917,0.001016,6.115409,100.0
2124,1,0,0,0,0,1,0,0,1,1,0,0,0.624211,0.003055,6.118465,100.0
2125,1,0,0,0,0,1,0,0,1,1,0,1,0.624504,0.001016,6.119480,100.0
2126,1,0,0,0,0,1,0,0,1,1,1,0,0.624793,-0.013181,6.106299,100.0
2127,1,0,0,0,0,1,0,0,1,1,1,1,0.625086,0.001016,6.107315,100.0
2128,1,0,0,0,0,1,0,1,0,0,0,0,0.625428,0.166695,6.274010,100.0
2129,1,0,0,0,0,1,0,1,0,0,0,1,0.625722,0.001016,6.275025,100.0
2130,1,0,0,0,0,1,0,1,0,0,1,0,0.626011,-0.013181,6.261844,100.0
2131,1,0,0,0,0,1,0,1,0,0,1,1,0.626304,0.001016,6.262860,100.0
2132,1,0,0,0,0,1,0,1,0,1,0,0,0.626598,0.003055,6.265915,100.0
2133,1,0,0,0,0,1,0,1,0,1,0,1,0.626891,0.001016,6.266930,100.0
2134,1,0,0,0,0,1,0,1,0,1,1,0,0.627181,-0.013181,6.253750,100.0
2135,1,0,0,0,0,1,0,1,0,1,1,1,0.627474,0.001016,6.254765,100.0
2136,1,0,0,0,0,1,0,1,1,0,0,0,0.627742,-0.084444,6.170321,100.0
2137,1,0,0,0,0,1,0,1,1,0,0,1,0.628036,0.001016,6.171337,100.0
2138,1,0,0,0,0,1,0,1,1,0,1,0,0.628325,-0.013181,6.158156,100.0
2139,1,0,0,0,0,1,0,1,1,0,1,1,0.628618,0.001016,6.159172,100.0
2140,1,0,0,0,0,1,0,1,1,1,0,0,0.628912,0.003055,6.162227,100.0
2141,1,0,0,0,0,1,0,1,1,1,0,1,0.629205,0.001016,6.163242,100.0
2142,1,0,0,0,0,1,0,1,1,1,1,0,0.629495,-0.013181,6.150061,100.0
2143,1,0,0,0,0,1,0,1,1,1,1,1,0.629788,0.001016,6.151077,100.0
2144,1,0,0,0,0,1,1,0,0,0,0,0,0.630035,-0.155466,5.995611,100.0
2145,1,0,0,0,0,1,1,0,0,0,0,1,0.630329,0.001016,5.996626,100.0
2146,1,0,0,0,0,1,1,0,0,0,1,0,0.630618,-0.013181,5.983445,100.0
2147,1,0,0,0,0,1,1,0,0,0,1,1,0.630911,0.001016,5.984461,100.0
2148,1,0,0,0,0,1,1,0,0,1,0,0,0.631205,0.003055,5.987516,100.0
2149,1,0,0,0,0,1,1,0,0,1,0,1,0.631498,0.001016,5.988531,100.0
2150,1,0,0,0,0,1,1,0,0,1,1,0,0.631788,-0.013181,5.975350,100.0
2151,1,0,0,0,0,1,1,0,0,1,1,1,0.632081,0.001016,5.976366,100.0
2152,1,0,0,0,0,1,1,0,1,0,0,0,0.632349,-0.084444,5.891922,100.0
2153,1,0,0,0,0,1,1,0,1,0,0,1,0.632643,0.001016,5.892938,100.0
2154,1,0,0,0,0,1,1,0,1,0,1,0,0.632932,-0.013181,5.879757,100.0
2155,1,0,0,0,0,1,1,0,1,0,1,1,0.633225,0.001016,5.880772,100.0
2156,1,0,0,0,0,1,1,0,1,1,0,0,0.633519,0.003055,5.883827,100.0
2157,1,0,0,0,0,1,1,0,1,1,0,1,0.633812,0.001016,5.884843,100.0
2158,1,0,0,0,0,1,1,0,1,1,1,0,0.634102,-0.013181,5.871662,100.0
2159,1,0,0,0,0,1,1,0,1,1,1,1,0.634395,0.001016,5.872678,100.0
2160,1,0,0,0,0,1,1,1,0,0,0,0,0.634737,0.166695,6.039373,100.0
2161,1,0,0,0,0,1,1,1,0,0,0,1,0.635030,0.001016,6.040388,100.0
2162,1,0,0,0,0,1,1,1,0,0,1,0,0.635319,-0.013181,6.027207,100.0
2163,1,0,0,0,0,1,1,1,0,0,1,1,0.635613,0.001016,6.028223,100.0
2164,1,0,0,0,0,1,1,1,0,1,0,0,0.635907,0.003055,6.031278,100.0
2165,1,0,0,0,0,1,1,1,0,1,0,1,0.636200,0.001016,6.032293,100.0
2166,1,0,0,0,0,1,1,1,0,1,1,0,0.636489,-0.013181,6.019112,100.0
2167,1,0,0,0,0,1,1,1,0,1,1,1,0.636782,0.001016,6.020128,100.0
2168,1,0,0,0,0,1,1,1,1,0,0,0,0.637051,-0.084444,5.935684,100.0
2169,1,0,0,0,0,1,1,1,1,0,0,1,0.637344,0.001016,5.936700,100.0
2170,1,0,0,0,0,1,1,1,1,0,1,0,0.637633,-0.013181,5.923519,100.0
2171,1,0,0,0,0,1,1,1,1,0,1,1,0.637927,0.001016,5.924534,100.0
2172,1,0,0,0,0,1,1,1,1,1,0,0,0.638221,0.003055,5.927590,100.0
2173,1,0,0,0,0,1,1,1,1,1,0,1,0.638514,0.001016,5.928605,100.0
2174,1,0,0,0,0,1,1,1,1,1,1,0,0.638803,-0.013181,5.915424,100.0
2175,1,0,0,0,0,1,1,1,1,1,1,1,0.639096,0.001016,5.916440,100.0
2176,1,0,0,0,1,0,0,0,0,0,0,0,0.639271,-0.403726,5.512714,100.0
2177,1,0,0,0,1,0,0,0,0,0,0,1,0.639564,0.001016,5.513730,100.0
2178,1,0,0,0,1,0,0,0,0,0,1,0,0.639854,-0.013181,5.500549,100.0
2179,1,0,0,0,1,0,0,0,0,0,1,1,0.640147,0.001016,5.501564,100.0
2180,1,0,0,0,1,0,0,0,0,1,0,0,0.640441,0.003055,5.504619,100.0
2181,1,0,0,0,1,0,0,0,0,1,0,1,0.640734,0.001016,5.505635,100.0
2182,1,0,0,0,1,0,0,0,0,1,1,0,0.641023,-0.013181,5.492454,100.0
2183,1,0,0,0,1,0,0,0,0,1,1,1,0.641317,0.001016,5.493469,100.0
2184,1,0,0,0,1,0,0,0,1,0,0,0,0.641585,-0.084444,5.409026,100.0
2185,1,0,0,0,1,0,0,0,1,0,0,1,0.641878,0.001016,5.410041,100.0
2186,1,0,0,0,1,0,0,0,1,0,1,0,0.642168,-0.013181,5.396860,100.0
2187,1,0,0,0,1,0,0,0,1,0,1,1,0.642461,0.001016,5.397876,100.0
2188,1,0,0,0,1,0,0,0,1,1,0,0,0.642755,0.003055,5.400931,100.0
2189,1,0,0,0,1,0,0,0,1,1,0,1,0.643048,0.001016,5.401947,100.0
2190,1,0,0,0,1,0,0,0,1,1,1,0,0.643337,-0.013181,5.388766,100.0
2191,1,0,0,0,1,0,0,0,1,1,1,1,0.643631,0.001016,5.389781,100.0
2192,1,0,0,0,1,0,0,1,0,0,0,0,0.643973,0.166695,5.556476,100.0
2193,1,0,0,0,1,0,0,1,0,0,0,1,0.644266,0.001016,5.557492,100.0
2194,1,0,0,0,1,0,0,1,0,0,1,0,0.644555,-0.013181,5.544311,100.0
2195,1,0,0,0,1,0,0,1,0,0,1,1,0.644848,0.001016,5.545326,100.0
2196,1,0,0,0,1,0,0,1,0,1,0,0,0.645142,0.003055,5.548381,100.0
2197,1,0,0,0,1,0,0,1,0,1,0,1,0.645436,0.001016,5.549397,100.0
2198,1,0,0,0,1,0,0,1,0,1,1,0,0.645725,-0.013181,5.536216,100.0
2199,1,0,0,0,1,0,0,1,0,1,1,1,0.646018,0.001016,5.537231,100.0
2200,1,0,0,0,1,0,0,1,1,0,0,0,0.646287,-0.084444,5.452788,100.0
2201,1,0,0,0,1,0,0,1,1,0,0,1,0.646580,0.001016,5.453803,100.0
2202,1,0,0,0,1,0,0,1,1,0,1,0,0.646869,-0.013181,5.440622,100.0
2203,1,0,0,0,1,0,0,1,1,0,1,1,0.647162,0.001016,5.441638,100.0
2204,1,0,0,0,1,0,0,1,1,1,0,0,0.647456,0.003055,5.444693,100.0
2205,1,0,0,0,1,0,0,1,1,1,0,1,0.647750,0.001016,5.445709,100.0
2206,1,0,0,0,1,0,0,1,1,1,1,0,0.648039,-0.013181,5.432528,100.0
2207,1,0,0,0,1,0,0,1,1,1,1,1,0.648332,0.001016,5.433543,100.0
2208,1,0,0,0,1,0,1,0,0,0,0,0,0.648580,-0.155466,5.278077,100.0
2209,1,0,0,0,1,0,1,0,0,0,0,1,0.648873,0.001016,5.279093,100.0
2210,1,0,0,0,1,0,1,0,0,0,1,0,0.649162,-0.013181,5.265912,100.0
2211,1,0,0,0,1,0,1,0,0,0,1,1,0.649456,0.001016,5.266927,100.0
2212,1,0,0,0,1,0,1,0,0,1,0,0,0.649749,0.003055,5.269982,100.0
2213,1,0,0,0,1,0,1,0,0,1,0,1,0.650043,0.001016,5.270998,100.0
2214,1,0,0,0,1,0,1,0,0,1,1,0,0.650332,-0.013181,5.257817,100.0
2215,1,0,0,0,1,0,1,0,0,1,1,1,0.650625,0.001016,5.258832,100.0
2216,1,0,0,0,1,0,1,0,1,0,0,0,0.650894,-0.084444,5.174389,100.0
2217,1,0,0,0,1,0,1,0,1,0,0,1,0.651187,0.001016,5.175404,100.0
2218,1,0,0,0,1,0,1,0,1,0,1,0,0.651476,-0.013181,5.162223,100.0
2219,1,0,0,0,1,0,1,0,1,0,1,1,0.651769,0.001016,5.163239,100.0
2220,1,0,0,0,1,0,1,0,1,1,0,0,0.652063,0.003055,5.166294,100.0
2221,1,0,0,0,1,0,1,0,1,1,0,1,0.652357,0.001016,5.167309,100.0
2222,1,0,0,0,1,0,1,0,1,1,1,0,0.652646,-0.013181,5.154128,100.0
2223,1,0,0,0,1,0,1,0,1,1,1,1,0.652939,0.001016,5.155144,100.0
2224,1,0,0,0,1,0,1,1,0,0,0,0,0.653281,0.166695,5.321839,100.0
2225,1,0,0,0,1,0,1,1,0,0,0,1,0.653574,0.001016,5.322855,100.0
2226,1,0,0,0,1,0,1,1,0,0,1,0,0.653864,-0.013181,5.309674,100.0
2227,1,0,0,0,1,0,1,1,0,0,1,1,0.654157,0.001016,5.310689,100.0
2228,1,0,0,0,1,0,1,1,0,1,0,0,0.654451,0.003055,5.313744,100.0
2229,1,0,0,0,1,0,1,1,0,1,0,1,0.654744,0.001016,5.314760,100.0
2230,1,0,0,0,1,0,1,1,0,1,1,0,0.655033,-0.013181,5.301579,100.0
2231,1,0,0,0,1,0,1,1,0,1,1,1,0.655327,0.001016,5.302594,100.0
2232,1,0,0,0,1,0,1,1,1,0,0,0,0.655595,-0.084444,5.218151,100.0
2233,1,0,0,0,1,0,1,1,1,0,0,1,0.655888,0.001016,5.219166,100.0
2234,1,0,0,0,1,0,1,1,1,0,1,0,0.656178,-0.013181,5.205985,100.0
2235,1,0,0,0,1,0,1,1,1,0,1,1,0.656471,0.001016,5.207001,100.0
2236,1,0,0,0,1,0,1,1,1,1,0,0,0.656765,0.003055,5.210056,100.0
2237,1,0,0,0,1,0,1,1,1,1,0,1,0.657058,0.001016,5.211072,100.0
2238,1,0,0,0,1,0,1,1,1,1,1,0,0.657347,-0.013181,5.197891,100.0
2239,1,0,0,0,1,0,1,1,1,1,1,1,0.657641,0.001016,5.198906,100.0
2240,1,0,0,0,1,1,0,0,0,0,0,0,0.658000,0.225881,5.424787,100.0
2241,1,0,0,0,1,1,0,0,0,0,0,1,0.658293,0.001016,5.425802,100.0
2242,1,0,0,0,1,1,0,0,0,0,1,0,0.658582,-0.013181,5.412621,100.0
2243,1,0,0,0,1,1,0,0,0,0,1,1,0.658876,0.001016,5.413637,100.0
2244,1,0,0,0,1,1,0,0,0,1,0,0,0.659170,0.003055,5.416692,100.0
2245,1,0,0,0,1,1,0,0,0,1,0,1,0.659463,0.001016,5.417707,100.0
2246,1,0,0,0,1,1,0,0,0,1,1,0,0.659752,-0.013181,5.404526,100.0
2247,1,0,0,0,1,1,0,0,0,1,1,1,0.660046,0.001016,5.405542,100.0
2248,1,0,0,0,1,1,0,0,1,0,0,0,0.660314,-0.084444,5.321098,100.0
2249,1,0,0,0,1,1,0,0,1,0,0,1,0.660607,0.001016,5.322114,100.0
2250,1,0,0,0,1,1,0,0,1,0,1,0,0.660896,-0.013181,5.308933,100.0
2251,1,0,0,0,1,1,0,0,1,0,1,1,0.661190,0.001016,5.309949,100.0
2252,1,0,0,0,1,1,0,0,1,1,0,0,0.661484,0.003055,5.313004,100.0
2253,1,0,0,0,1,1,0,0,1,1,0,1,0.661777,0.001016,5.314019,100.0
2254,1,0,0,0,1,1,0,0,1,1,1,0,0.662066,-0.013181,5.300838,100.0
2255,1,0,0,0,1,1,0,0,1,1,1,1,0.662360,0.001016,5.301854,100.0
2256,1,0,0,0,1,1,0,1,0,0,0,0,0.662701,0.166695,5.468549,100.0
2257,1,0,0,0,1,1,0,1,0,0,0,1,0.662995,0.001016,5.469564,100.0
2258,1,0,0,0,1,1,0,1,0,0,1,0,0.663284,-0.013181,5.456383,100.0
2259,1,0,0,0,1,1,0,1,0,0,1,1,0.663577,0.001016,5.457399,100.0
2260,1,0,0,0,1,1,0,1,0,1,0,0,0.663871,0.003055,5.460454,100.0
2261,1,0,0,0,1,1,0,1,0,1,0,1,0.664165,0.001016,5.461470,100.0
2262,1,0,0,0,1,1,0,1,0,1,1,0,0.664454,-0.013181,5.448289,100.0
2263,1,0,0,0,1,1,0,1,0,1,1,1,0.664747,0.001016,5.449304,100.0
2264,1,0,0,0,1,1,0,1,1,0,0,0,0.665015,-0.084444,5.364861,100.0
2265,1,0,0,0,1,1,0,1,1,0,0,1,0.665309,0.001016,5.365876,100.0
2266,1,0,0,0,1,1,0,1,1,0,1,0,0.665598,-0.013181,5.352695,100.0
2267,1,0,0,0,1,1,0,1,1,0,1,1,0.665891,0.001016,5.353711,100.0
2268,1,0,0,0,1,1,0,1,1,1,0,0,0.666185,0.003055,5.356766,100.0
2269,1,0,0,0,1,1,0,1,1,1,0,1,0.666478,0.001016,5.357781,100.0
2270,1,0,0,0,1,1,0,1,1,1,1,0,0.666768,-0.013181,5.344600,100.0
2271,1,0,0,0,1,1,0,1,1,1,1,1,0.667061,0.001016,5.345616,100.0
2272,1,0,0,0,1,1,1,0,0,0,0,0,0.667308,-0.155466,5.190150,100.0
2273,1,0,0,0,1,1,1,0,0,0,0,1,0.667602,0.001016,5.191165,100.0
2274,1,0,0,0,1,1,1,0,0,0,1,0,0.667891,-0.013181,5.177984,100.0
2275,1,0,0,0,1,1,1,0,0,0,1,1,0.668184,0.001016,5.179000,100.0
2276,1,0,0,0,1,1,1,0,0,1,0,0,0.668478,0.003055,5.182055,100.0
2277,1,0,0,0,1,1,1,0,0,1,0,1,0.668772,0.001016,5.183070,100.0
2278,1,0,0,0,1,1,1,0,0,1,1,0,0.669061,-0.013181,5.169889,100.0
2279,1,0,0,0,1,1,1,0,0,1,1,1,0.669354,0.001016,5.170905,100.0
2280,1,0,0,0,1,1,1,0,1,0,0,0,0.669622,-0.084444,5.086461,100.0
2281,1,0,0,0,1,1,1,0,1,0,0,1,0.669916,0.001016,5.087477,100.0
2282,1,0,0,0,1,1,1,0,1,0,1,0,0.670205,-0.013181,5.074296,100.0
2283,1,0,0,0,1,1,1,0,1,0,1,1,0.670498,0.001016,5.075311,100.0
2284,1,0,0,0,1,1,1,0,1,1,0,0,0.670792,0.003055,5.078367,100.0
2285,1,0,0,0,1,1,1,0,1,1,0,1,0.671086,0.001016,5.079382,100.0
2286,1,0,0,0,1,1,1,0,1,1,1,0,0.671375,-0.013181,5.066201,100.0
2287,1,0,0,0,1,1,1,0,1,1,1,1,0.671668,0.001016,5.067217,100.0
2288,1,0,0,0,1,1,1,1,0,0,0,0,0.672010,0.166695,5.233912,100.0
2289,1,0,0,0,1,1,1,1,0,0,0,1,0.672303,0.001016,5.234927,100.0
2290,1,0,0,0,1,1,1,1,0,0,1,0,0.672592,-0.013181,5.221746,100.0
2291,1,0,0,0,1,1,1,1,0,0,1,1,0.672886,0.001016,5.222762,100.0
2292,1,0,0,0,1,1,1,1,0,1,0,0,0.673180,0.003055,5.225817,100.0
2293,1,0,0,0,1,1,1,1,0,1,0,1,0.673473,0.001016,5.226832,100.0
2294,1,0,0,0,1,1,1,1,0,1,1,0,0.673762,-0.013181,5.213651,100.0
2295,1,0,0,0,1,1,1,1,0,1,1,1,0.674056,0.001016,5.214667,100.0
2296,1,0,0,0,1,1,1,1,1,0,0,0,0.674324,-0.084444,5.130223,100.0
2297,1,0,0,0,1,1,1,1,1,0,0,1,0.674617,0.001016,5.131239,100.0
2298,1,0,0,0,1,1,1,1,1,0,1,0,0.674906,-0.013181,5.118058,100.0
2299,1,0,0,0,1,1,1,1,1,0,1,1,0.675200,0.001016,5.119074,100.0
2300,1,0,0,0,1,1,1,1,1,1,0,0,0.675494,0.003055,5.122129,100.0
2301,1,0,0,0,1,1,1,1,1,1,0,1,0.675787,0.001016,5.123144,100.0
2302,1,0,0,0,1,1,1,1,1,1,1,0,0.676076,-0.013181,5.109963,100.0
2303,1,0,0,0,1,1,1,1,1,1,1,1,0.676370,0.001016,5.110979,100.0
2304,1,0,0,1,0,0,0,0,0,0,0,0,0.677156,1.684724,6.795703,100.0
2305,1,0,0,1,0,0,0,0,0,0,0,1,0.677450,0.001016,6.796719,100.0
2306,1,0,0,1,0,0,0,0,0,0,1,0,0.677739,-0.013181,6.783538,100.0
2307,1,0,0,1,0,0,0,0,0,0,1,1,0.678032,0.001016,6.784553,100.0
2308,1,0,0,1,0,0,0,0,0,1,0,0,0.678326,0.003055,6.787608,100.0
2309,1,0,0,1,0,0,0,0,0,1,0,1,0.678619,0.001016,6.788624,100.0
