code,b11,b10,b9,b8,b7,b6,b5,b4,b3,b2,b1,b0,vout,DNL,INL,delay_ns
830,0,0,1,1,0,0,1,1,1,1,1,0,0.243684,-0.013181,1.573330,100.0
831,0,0,1,1,0,0,1,1,1,1,1,1,0.243978,0.001016,1.574345,100.0
832,0,0,1,1,0,1,0,0,0,0,0,0,0.244337,0.225881,1.800226,100.0
833,0,0,1,1,0,1,0,0,0,0,0,1,0.244630,0.001016,1.801241,100.0
834,0,0,1,1,0,1,0,0,0,0,1,0,0.244920,-0.013181,1.788060,100.0
835,0,0,1,1,0,1,0,0,0,0,1,1,0.245213,0.001016,1.789076,100.0
836,0,0,1,1,0,1,0,0,0,1,0,0,0.245507,0.003055,1.792131,100.0
837,0,0,1,1,0,1,0,0,0,1,0,1,0.245800,0.001016,1.793147,100.0
838,0,0,1,1,0,1,0,0,0,1,1,0,0.246089,-0.013181,1.779966,100.0
839,0,0,1,1,0,1,0,0,0,1,1,1,0.246383,0.001016,1.780981,100.0
840,0,0,1,1,0,1,0,0,1,0,0,0,0.246651,-0.084444,1.696537,100.0
841,0,0,1,1,0,1,0,0,1,0,0,1,0.246944,0.001016,1.697553,100.0
842,0,0,1,1,0,1,0,0,1,0,1,0,0.247234,-0.013181,1.684372,100.0
843,0,0,1,1,0,1,0,0,1,0,1,1,0.247527,0.001016,1.685388,100.0
844,0,0,1,1,0,1,0,0,1,1,0,0,0.247821,0.003055,1.688443,100.0
845,0,0,1,1,0,1,0,0,1,1,0,1,0.248114,0.001016,1.689458,100.0
846,0,0,1,1,0,1,0,0,1,1,1,0,0.248403,-0.013181,1.676277,100.0
847,0,0,1,1,0,1,0,0,1,1,1,1,0.248697,0.001016,1.677293,100.0
848,0,0,1,1,0,1,0,1,0,0,0,0,0.249039,0.166695,1.843988,100.0
849,0,0,1,1,0,1,0,1,0,0,0,1,0.249332,0.001016,1.845003,100.0
850,0,0,1,1,0,1,0,1,0,0,1,0,0.249621,-0.013181,1.831822,100.0
851,0,0,1,1,0,1,0,1,0,0,1,1,0.249914,0.001016,1.832838,100.0
852,0,0,1,1,0,1,0,1,0,1,0,0,0.250208,0.003055,1.835893,100.0
853,0,0,1,1,0,1,0,1,0,1,0,1,0.250502,0.001016,1.836909,100.0
854,0,0,1,1,0,1,0,1,0,1,1,0,0.250791,-0.013181,1.823728,100.0
855,0,0,1,1,0,1,0,1,0,1,1,1,0.251084,0.001016,1.824743,100.0
856,0,0,1,1,0,1,0,1,1,0,0,0,0.251352,-0.084444,1.740300,100.0
857,0,0,1,1,0,1,0,1,1,0,0,1,0.251646,0.001016,1.741315,100.0
858,0,0,1,1,0,1,0,1,1,0,1,0,0.251935,-0.013181,1.728134,100.0
859,0,0,1,1,0,1,0,1,1,0,1,1,0.252228,0.001016,1.729150,100.0
860,0,0,1,1,0,1,0,1,1,1,0,0,0.252522,0.003055,1.732205,100.0
861,0,0,1,1,0,1,0,1,1,1,0,1,0.252816,0.001016,1.733220,100.0
862,0,0,1,1,0,1,0,1,1,1,1,0,0.253105,-0.013181,1.720039,100.0
863,0,0,1,1,0,1,0,1,1,1,1,1,0.253398,0.001016,1.721055,100.0
864,0,0,1,1,0,1,1,0,0,0,0,0,0.253646,-0.155466,1.565589,100.0
865,0,0,1,1,0,1,1,0,0,0,0,1,0.253939,0.001016,1.566604,100.0
866,0,0,1,1,0,1,1,0,0,0,1,0,0.254228,-0.013181,1.553423,100.0
867,0,0,1,1,0,1,1,0,0,0,1,1,0.254521,0.001016,1.554439,100.0
868,0,0,1,1,0,1,1,0,0,1,0,0,0.254815,0.003055,1.557494,100.0
869,0,0,1,1,0,1,1,0,0,1,0,1,0.255109,0.001016,1.558509,100.0
870,0,0,1,1,0,1,1,0,0,1,1,0,0.255398,-0.013181,1.545328,100.0
871,0,0,1,1,0,1,1,0,0,1,1,1,0.255691,0.001016,1.546344,100.0
872,0,0,1,1,0,1,1,0,1,0,0,0,0.255960,-0.084444,1.461900,100.0
873,0,0,1,1,0,1,1,0,1,0,0,1,0.256253,0.001016,1.462916,100.0
874,0,0,1,1,0,1,1,0,1,0,1,0,0.256542,-0.013181,1.449735,100.0
875,0,0,1,1,0,1,1,0,1,0,1,1,0.256835,0.001016,1.450751,100.0
876,0,0,1,1,0,1,1,0,1,1,0,0,0.257129,0.003055,1.453806,100.0
877,0,0,1,1,0,1,1,0,1,1,0,1,0.257423,0.001016,1.454821,100.0
878,0,0,1,1,0,1,1,0,1,1,1,0,0.257712,-0.013181,1.441640,100.0
879,0,0,1,1,0,1,1,0,1,1,1,1,0.258005,0.001016,1.442656,100.0
880,0,0,1,1,0,1,1,1,0,0,0,0,0.258347,0.166695,1.609351,100.0
881,0,0,1,1,0,1,1,1,0,0,0,1,0.258640,0.001016,1.610366,100.0
882,0,0,1,1,0,1,1,1,0,0,1,0,0.258930,-0.013181,1.597185,100.0
883,0,0,1,1,0,1,1,1,0,0,1,1,0.259223,0.001016,1.598201,100.0
884,0,0,1,1,0,1,1,1,0,1,0,0,0.259517,0.003055,1.601256,100.0
885,0,0,1,1,0,1,1,1,0,1,0,1,0.259810,0.001016,1.602272,100.0
886,0,0,1,1,0,1,1,1,0,1,1,0,0.260099,-0.013181,1.589091,100.0
887,0,0,1,1,0,1,1,1,0,1,1,1,0.260393,0.001016,1.590106,100.0
888,0,0,1,1,0,1,1,1,1,0,0,0,0.260661,-0.084444,1.505662,100.0
889,0,0,1,1,0,1,1,1,1,0,0,1,0.260954,0.001016,1.506678,100.0
890,0,0,1,1,0,1,1,1,1,0,1,0,0.261244,-0.013181,1.493497,100.0
891,0,0,1,1,0,1,1,1,1,0,1,1,0.261537,0.001016,1.494513,100.0
892,0,0,1,1,0,1,1,1,1,1,0,0,0.261831,0.003055,1.497568,100.0
893,0,0,1,1,0,1,1,1,1,1,0,1,0.262124,0.001016,1.498583,100.0
894,0,0,1,1,0,1,1,1,1,1,1,0,0.262413,-0.013181,1.485402,100.0
895,0,0,1,1,0,1,1,1,1,1,1,1,0.262707,0.001016,1.486418,100.0
896,0,0,1,1,1,0,0,0,0,0,0,0,0.262881,-0.403726,1.082692,100.0
897,0,0,1,1,1,0,0,0,0,0,0,1,0.263175,0.001016,1.083708,100.0
898,0,0,1,1,1,0,0,0,0,0,1,0,0.263464,-0.013181,1.070527,100.0
899,0,0,1,1,1,0,0,0,0,0,1,1,0.263757,0.001016,1.071542,100.0
900,0,0,1,1,1,0,0,0,0,1,0,0,0.264051,0.003055,1.074597,100.0
901,0,0,1,1,1,0,0,0,0,1,0,1,0.264345,0.001016,1.075613,100.0
902,0,0,1,1,1,0,0,0,0,1,1,0,0.264634,-0.013181,1.062432,100.0
903,0,0,1,1,1,0,0,0,0,1,1,1,0.264927,0.001016,1.063447,100.0
904,0,0,1,1,1,0,0,0,1,0,0,0,0.265195,-0.084444,0.979004,100.0
905,0,0,1,1,1,0,0,0,1,0,0,1,0.265489,0.001016,0.980019,100.0
906,0,0,1,1,1,0,0,0,1,0,1,0,0.265778,-0.013181,0.966838,100.0
907,0,0,1,1,1,0,0,0,1,0,1,1,0.266071,0.001016,0.967854,100.0
908,0,0,1,1,1,0,0,0,1,1,0,0,0.266365,0.003055,0.970909,100.0
909,0,0,1,1,1,0,0,0,1,1,0,1,0.266658,0.001016,0.971925,100.0
910,0,0,1,1,1,0,0,0,1,1,1,0,0.266948,-0.013181,0.958744,100.0
911,0,0,1,1,1,0,0,0,1,1,1,1,0.267241,0.001016,0.959759,100.0
912,0,0,1,1,1,0,0,1,0,0,0,0,0.267583,0.166695,1.126454,100.0
913,0,0,1,1,1,0,0,1,0,0,0,1,0.267876,0.001016,1.127470,100.0
914,0,0,1,1,1,0,0,1,0,0,1,0,0.268165,-0.013181,1.114289,100.0
915,0,0,1,1,1,0,0,1,0,0,1,1,0.268459,0.001016,1.115304,100.0
916,0,0,1,1,1,0,0,1,0,1,0,0,0.268753,0.003055,1.118359,100.0
917,0,0,1,1,1,0,0,1,0,1,0,1,0.269046,0.001016,1.119375,100.0
918,0,0,1,1,1,0,0,1,0,1,1,0,0.269335,-0.013181,1.106194,100.0
919,0,0,1,1,1,0,0,1,0,1,1,1,0.269628,0.001016,1.107210,100.0
920,0,0,1,1,1,0,0,1,1,0,0,0,0.269897,-0.084444,1.022766,100.0
921,0,0,1,1,1,0,0,1,1,0,0,1,0.270190,0.001016,1.023782,100.0
922,0,0,1,1,1,0,0,1,1,0,1,0,0.270479,-0.013181,1.010601,100.0
923,0,0,1,1,1,0,0,1,1,0,1,1,0.270773,0.001016,1.011616,100.0
924,0,0,1,1,1,0,0,1,1,1,0,0,0.271067,0.003055,1.014671,100.0
925,0,0,1,1,1,0,0,1,1,1,0,1,0.271360,0.001016,1.015687,100.0
926,0,0,1,1,1,0,0,1,1,1,1,0,0.271649,-0.013181,1.002506,100.0
927,0,0,1,1,1,0,0,1,1,1,1,1,0.271942,0.001016,1.003521,100.0
928,0,0,1,1,1,0,1,0,0,0,0,0,0.272190,-0.155466,0.848055,100.0
929,0,0,1,1,1,0,1,0,0,0,0,1,0.272483,0.001016,0.849071,100.0
930,0,0,1,1,1,0,1,0,0,0,1,0,0.272772,-0.013181,0.835890,100.0
931,0,0,1,1,1,0,1,0,0,0,1,1,0.273066,0.001016,0.836905,100.0
932,0,0,1,1,1,0,1,0,0,1,0,0,0.273360,0.003055,0.839960,100.0
933,0,0,1,1,1,0,1,0,0,1,0,1,0.273653,0.001016,0.840976,100.0
934,0,0,1,1,1,0,1,0,0,1,1,0,0.273942,-0.013181,0.827795,100.0
935,0,0,1,1,1,0,1,0,0,1,1,1,0.274236,0.001016,0.828810,100.0
936,0,0,1,1,1,0,1,0,1,0,0,0,0.274504,-0.084444,0.744367,100.0
937,0,0,1,1,1,0,1,0,1,0,0,1,0.274797,0.001016,0.745382,100.0
938,0,0,1,1,1,0,1,0,1,0,1,0,0.275086,-0.013181,0.732201,100.0
939,0,0,1,1,1,0,1,0,1,0,1,1,0.275380,0.001016,0.733217,100.0
940,0,0,1,1,1,0,1,0,1,1,0,0,0.275674,0.003055,0.736272,100.0
941,0,0,1,1,1,0,1,0,1,1,0,1,0.275967,0.001016,0.737288,100.0
942,0,0,1,1,1,0,1,0,1,1,1,0,0.276256,-0.013181,0.724107,100.0
943,0,0,1,1,1,0,1,0,1,1,1,1,0.276549,0.001016,0.725122,100.0
944,0,0,1,1,1,0,1,1,0,0,0,0,0.276891,0.166695,0.891817,100.0
945,0,0,1,1,1,0,1,1,0,0,0,1,0.277185,0.001016,0.892833,100.0
946,0,0,1,1,1,0,1,1,0,0,1,0,0.277474,-0.013181,0.879652,100.0
947,0,0,1,1,1,0,1,1,0,0,1,1,0.277767,0.001016,0.880667,100.0
948,0,0,1,1,1,0,1,1,0,1,0,0,0.278061,0.003055,0.883722,100.0
949,0,0,1,1,1,0,1,1,0,1,0,1,0.278355,0.001016,0.884738,100.0
950,0,0,1,1,1,0,1,1,0,1,1,0,0.278644,-0.013181,0.871557,100.0
951,0,0,1,1,1,0,1,1,0,1,1,1,0.278937,0.001016,0.872572,100.0
952,0,0,1,1,1,0,1,1,1,0,0,0,0.279205,-0.084444,0.788129,100.0
953,0,0,1,1,1,0,1,1,1,0,0,1,0.279499,0.001016,0.789144,100.0
954,0,0,1,1,1,0,1,1,1,0,1,0,0.279788,-0.013181,0.775963,100.0
955,0,0,1,1,1,0,1,1,1,0,1,1,0.280081,0.001016,0.776979,100.0
956,0,0,1,1,1,0,1,1,1,1,0,0,0.280375,0.003055,0.780034,100.0
957,0,0,1,1,1,0,1,1,1,1,0,1,0.280668,0.001016,0.781050,100.0
958,0,0,1,1,1,0,1,1,1,1,1,0,0.280958,-0.013181,0.767869,100.0
959,0,0,1,1,1,0,1,1,1,1,1,1,0.281251,0.001016,0.768884,100.0
960,0,0,1,1,1,1,0,0,0,0,0,0,0.281610,0.225881,0.994765,100.0
961,0,0,1,1,1,1,0,0,0,0,0,1,0.281904,0.001016,0.995780,100.0
962,0,0,1,1,1,1,0,0,0,0,1,0,0.282193,-0.013181,0.982599,100.0
963,0,0,1,1,1,1,0,0,0,0,1,1,0.282486,0.001016,0.983615,100.0
964,0,0,1,1,1,1,0,0,0,1,0,0,0.282780,0.003055,0.986670,100.0
965,0,0,1,1,1,1,0,0,0,1,0,1,0.283073,0.001016,0.987686,100.0
966,0,0,1,1,1,1,0,0,0,1,1,0,0.283362,-0.013181,0.974505,100.0
967,0,0,1,1,1,1,0,0,0,1,1,1,0.283656,0.001016,0.975520,100.0
968,0,0,1,1,1,1,0,0,1,0,0,0,0.283924,-0.084444,0.891077,100.0
969,0,0,1,1,1,1,0,0,1,0,0,1,0.284217,0.001016,0.892092,100.0
970,0,0,1,1,1,1,0,0,1,0,1,0,0.284507,-0.013181,0.878911,100.0
971,0,0,1,1,1,1,0,0,1,0,1,1,0.284800,0.001016,0.879927,100.0
972,0,0,1,1,1,1,0,0,1,1,0,0,0.285094,0.003055,0.882982,100.0
973,0,0,1,1,1,1,0,0,1,1,0,1,0.285387,0.001016,0.883997,100.0
974,0,0,1,1,1,1,0,0,1,1,1,0,0.285676,-0.013181,0.870816,100.0
975,0,0,1,1,1,1,0,0,1,1,1,1,0.285970,0.001016,0.871832,100.0
976,0,0,1,1,1,1,0,1,0,0,0,0,0.286312,0.166695,1.038527,100.0
977,0,0,1,1,1,1,0,1,0,0,0,1,0.286605,0.001016,1.039543,100.0
978,0,0,1,1,1,1,0,1,0,0,1,0,0.286894,-0.013181,1.026362,100.0
979,0,0,1,1,1,1,0,1,0,0,1,1,0.287188,0.001016,1.027377,100.0
980,0,0,1,1,1,1,0,1,0,1,0,0,0.287481,0.003055,1.030432,100.0
981,0,0,1,1,1,1,0,1,0,1,0,1,0.287775,0.001016,1.031448,100.0
982,0,0,1,1,1,1,0,1,0,1,1,0,0.288064,-0.013181,1.018267,100.0
983,0,0,1,1,1,1,0,1,0,1,1,1,0.288357,0.001016,1.019282,100.0
984,0,0,1,1,1,1,0,1,1,0,0,0,0.288626,-0.084444,0.934839,100.0
985,0,0,1,1,1,1,0,1,1,0,0,1,0.288919,0.001016,0.935854,100.0
986,0,0,1,1,1,1,0,1,1,0,1,0,0.289208,-0.013181,0.922673,100.0
987,0,0,1,1,1,1,0,1,1,0,1,1,0.289501,0.001016,0.923689,100.0
988,0,0,1,1,1,1,0,1,1,1,0,0,0.289795,0.003055,0.926744,100.0
989,0,0,1,1,1,1,0,1,1,1,0,1,0.290089,0.001016,0.927759,100.0
990,0,0,1,1,1,1,0,1,1,1,1,0,0.290378,-0.013181,0.914578,100.0
991,0,0,1,1,1,1,0,1,1,1,1,1,0.290671,0.001016,0.915594,100.0
992,0,0,1,1,1,1,1,0,0,0,0,0,0.290919,-0.155466,0.760128,100.0
993,0,0,1,1,1,1,1,0,0,0,0,1,0.291212,0.001016,0.761143,100.0
994,0,0,1,1,1,1,1,0,0,0,1,0,0.291501,-0.013181,0.747962,100.0
995,0,0,1,1,1,1,1,0,0,0,1,1,0.291795,0.001016,0.748978,100.0
996,0,0,1,1,1,1,1,0,0,1,0,0,0.292089,0.003055,0.752033,100.0
997,0,0,1,1,1,1,1,0,0,1,0,1,0.292382,0.001016,0.753048,100.0
998,0,0,1,1,1,1,1,0,0,1,1,0,0.292671,-0.013181,0.739867,100.0
999,0,0,1,1,1,1,1,0,0,1,1,1,0.292964,0.001016,0.740883,100.0
1000,0,0,1,1,1,1,1,0,1,0,0,0,0.293233,-0.084444,0.656439,100.0
1001,0,0,1,1,1,1,1,0,1,0,0,1,0.293526,0.001016,0.657455,100.0
1002,0,0,1,1,1,1,1,0,1,0,1,0,0.293815,-0.013181,0.644274,100.0
1003,0,0,1,1,1,1,1,0,1,0,1,1,0.294109,0.001016,0.645290,100.0
1004,0,0,1,1,1,1,1,0,1,1,0,0,0.294402,0.003055,0.648345,100.0
1005,0,0,1,1,1,1,1,0,1,1,0,1,0.294696,0.001016,0.649360,100.0
1006,0,0,1,1,1,1,1,0,1,1,1,0,0.294985,-0.013181,0.636179,100.0
1007,0,0,1,1,1,1,1,0,1,1,1,1,0.295278,0.001016,0.637195,100.0
1008,0,0,1,1,1,1,1,1,0,0,0,0,0.295620,0.166695,0.803890,100.0
1009,0,0,1,1,1,1,1,1,0,0,0,1,0.295914,0.001016,0.804905,100.0
1010,0,0,1,1,1,1,1,1,0,0,1,0,0.296203,-0.013181,0.791724,100.0
1011,0,0,1,1,1,1,1,1,0,0,1,1,0.296496,0.001016,0.792740,100.0
1012,0,0,1,1,1,1,1,1,0,1,0,0,0.296790,0.003055,0.795795,100.0
1013,0,0,1,1,1,1,1,1,0,1,0,1,0.297083,0.001016,0.796811,100.0
1014,0,0,1,1,1,1,1,1,0,1,1,0,0.297372,-0.013181,0.783630,100.0
1015,0,0,1,1,1,1,1,1,0,1,1,1,0.297666,0.001016,0.784645,100.0
1016,0,0,1,1,1,1,1,1,1,0,0,0,0.297934,-0.084444,0.700202,100.0
1017,0,0,1,1,1,1,1,1,1,0,0,1,0.298227,0.001016,0.701217,100.0
1018,0,0,1,1,1,1,1,1,1,0,1,0,0.298517,-0.013181,0.688036,100.0
1019,0,0,1,1,1,1,1,1,1,0,1,1,0.298810,0.001016,0.689052,100.0
1020,0,0,1,1,1,1,1,1,1,1,0,0,0.299104,0.003055,0.692107,100.0
1021,0,0,1,1,1,1,1,1,1,1,0,1,0.299397,0.001016,0.693122,100.0
1022,0,0,1,1,1,1,1,1,1,1,1,0,0.299686,-0.013181,0.679941,100.0
1023,0,0,1,1,1,1,1,1,1,1,1,1,0.299980,0.001016,0.680957,100.0
1024,0,1,0,0,0,0,0,0,0,0,0,0,0.298605,-5.691394,-5.010438,100.0
1025,0,1,0,0,0,0,0,0,0,0,0,1,0.298898,0.001016,-5.009422,100.0
1026,0,1,0,0,0,0,0,0,0,0,1,0,0.299188,-0.013181,-5.022603,100.0
1027,0,1,0,0,0,0,0,0,0,0,1,1,0.299481,0.001016,-5.021587,100.0
1028,0,1,0,0,0,0,0,0,0,1,0,0,0.299775,0.003055,-5.018532,100.0
1029,0,1,0,0,0,0,0,0,0,1,0,1,0.300068,0.001016,-5.017517,100.0
1030,0,1,0,0,0,0,0,0,0,1,1,0,0.300357,-0.013181,-5.030698,100.0
1031,0,1,0,0,0,0,0,0,0,1,1,1,0.300651,0.001016,-5.029682,100.0
1032,0,1,0,0,0,0,0,0,1,0,0,0,0.300919,-0.084444,-5.114126,100.0
1033,0,1,0,0,0,0,0,0,1,0,0,1,0.301212,0.001016,-5.113110,100.0
1034,0,1,0,0,0,0,0,0,1,0,1,0,0.301501,-0.013181,-5.126291,100.0
1035,0,1,0,0,0,0,0,0,1,0,1,1,0.301795,0.001016,-5.125276,100.0
1036,0,1,0,0,0,0,0,0,1,1,0,0,0.302089,0.003055,-5.122221,100.0
1037,0,1,0,0,0,0,0,0,1,1,0,1,0.302382,0.001016,-5.121205,100.0
1038,0,1,0,0,0,0,0,0,1,1,1,0,0.302671,-0.013181,-5.134386,100.0
1039,0,1,0,0,0,0,0,0,1,1,1,1,0.302965,0.001016,-5.133370,100.0
1040,0,1,0,0,0,0,0,1,0,0,0,0,0.303306,0.166695,-4.966675,100.0
1041,0,1,0,0,0,0,0,1,0,0,0,1,0.303600,0.001016,-4.965660,100.0
1042,0,1,0,0,0,0,0,1,0,0,1,0,0.303889,-0.013181,-4.978841,100.0
1043,0,1,0,0,0,0,0,1,0,0,1,1,0.304182,0.001016,-4.977825,100.0
1044,0,1,0,0,0,0,0,1,0,1,0,0,0.304476,0.003055,-4.974770,100.0
1045,0,1,0,0,0,0,0,1,0,1,0,1,0.304770,0.001016,-4.973755,100.0
1046,0,1,0,0,0,0,0,1,0,1,1,0,0.305059,-0.013181,-4.986936,100.0
1047,0,1,0,0,0,0,0,1,0,1,1,1,0.305352,0.001016,-4.985920,100.0
1048,0,1,0,0,0,0,0,1,1,0,0,0,0.305620,-0.084444,-5.070364,100.0
1049,0,1,0,0,0,0,0,1,1,0,0,1,0.305914,0.001016,-5.069348,100.0
1050,0,1,0,0,0,0,0,1,1,0,1,0,0.306203,-0.013181,-5.082529,100.0
1051,0,1,0,0,0,0,0,1,1,0,1,1,0.306496,0.001016,-5.081514,100.0
1052,0,1,0,0,0,0,0,1,1,1,0,0,0.306790,0.003055,-5.078458,100.0
1053,0,1,0,0,0,0,0,1,1,1,0,1,0.307084,0.001016,-5.077443,100.0
1054,0,1,0,0,0,0,0,1,1,1,1,0,0.307373,-0.013181,-5.090624,100.0
1055,0,1,0,0,0,0,0,1,1,1,1,1,0.307666,0.001016,-5.089608,100.0
1056,0,1,0,0,0,0,1,0,0,0,0,0,0.307914,-0.155466,-5.245075,100.0
1057,0,1,0,0,0,0,1,0,0,0,0,1,0.308207,0.001016,-5.244059,100.0
1058,0,1,0,0,0,0,1,0,0,0,1,0,0.308496,-0.013181,-5.257240,100.0
1059,0,1,0,0,0,0,1,0,0,0,1,1,0.308789,0.001016,-5.256224,100.0
1060,0,1,0,0,0,0,1,0,0,1,0,0,0.309083,0.003055,-5.253169,100.0
1061,0,1,0,0,0,0,1,0,0,1,0,1,0.309377,0.001016,-5.252154,100.0
1062,0,1,0,0,0,0,1,0,0,1,1,0,0.309666,-0.013181,-5.265335,100.0
1063,0,1,0,0,0,0,1,0,0,1,1,1,0.309959,0.001016,-5.264319,100.0
1064,0,1,0,0,0,0,1,0,1,0,0,0,0.310227,-0.084444,-5.348763,100.0
1065,0,1,0,0,0,0,1,0,1,0,0,1,0.310521,0.001016,-5.347747,100.0
1066,0,1,0,0,0,0,1,0,1,0,1,0,0.310810,-0.013181,-5.360928,100.0
1067,0,1,0,0,0,0,1,0,1,0,1,1,0.311103,0.001016,-5.359913,100.0
1068,0,1,0,0,0,0,1,0,1,1,0,0,0.311397,0.003055,-5.356858,100.0
1069,0,1,0,0,0,0,1,0,1,1,0,1,0.311691,0.001016,-5.355842,100.0
1070,0,1,0,0,0,0,1,0,1,1,1,0,0.311980,-0.013181,-5.369023,100.0
1071,0,1,0,0,0,0,1,0,1,1,1,1,0.312273,0.001016,-5.368008,100.0
1072,0,1,0,0,0,0,1,1,0,0,0,0,0.312615,0.166695,-5.201312,100.0
1073,0,1,0,0,0,0,1,1,0,0,0,1,0.312908,0.001016,-5.200297,100.0
1074,0,1,0,0,0,0,1,1,0,0,1,0,0.313198,-0.013181,-5.213478,100.0
1075,0,1,0,0,0,0,1,1,0,0,1,1,0.313491,0.001016,-5.212462,100.0
1076,0,1,0,0,0,0,1,1,0,1,0,0,0.313785,0.003055,-5.209407,100.0
1077,0,1,0,0,0,0,1,1,0,1,0,1,0.314078,0.001016,-5.208392,100.0
1078,0,1,0,0,0,0,1,1,0,1,1,0,0.314367,-0.013181,-5.221573,100.0
1079,0,1,0,0,0,0,1,1,0,1,1,1,0.314661,0.001016,-5.220557,100.0
1080,0,1,0,0,0,0,1,1,1,0,0,0,0.314929,-0.084444,-5.305001,100.0
1081,0,1,0,0,0,0,1,1,1,0,0,1,0.315222,0.001016,-5.303985,100.0
1082,0,1,0,0,0,0,1,1,1,0,1,0,0.315511,-0.013181,-5.317166,100.0
1083,0,1,0,0,0,0,1,1,1,0,1,1,0.315805,0.001016,-5.316151,100.0
1084,0,1,0,0,0,0,1,1,1,1,0,0,0.316099,0.003055,-5.313096,100.0
1085,0,1,0,0,0,0,1,1,1,1,0,1,0.316392,0.001016,-5.312080,100.0
1086,0,1,0,0,0,0,1,1,1,1,1,0,0.316681,-0.013181,-5.325261,100.0
1087,0,1,0,0,0,0,1,1,1,1,1,1,0.316975,0.001016,-5.324245,100.0
1088,0,1,0,0,0,1,0,0,0,0,0,0,0.317334,0.225881,-5.098365,100.0
1089,0,1,0,0,0,1,0,0,0,0,0,1,0.317627,0.001016,-5.097349,100.0
1090,0,1,0,0,0,1,0,0,0,0,1,0,0.317916,-0.013181,-5.110530,100.0
1091,0,1,0,0,0,1,0,0,0,0,1,1,0.318210,0.001016,-5.109515,100.0
1092,0,1,0,0,0,1,0,0,0,1,0,0,0.318504,0.003055,-5.106460,100.0
1093,0,1,0,0,0,1,0,0,0,1,0,1,0.318797,0.001016,-5.105444,100.0
1094,0,1,0,0,0,1,0,0,0,1,1,0,0.319086,-0.013181,-5.118625,100.0
1095,0,1,0,0,0,1,0,0,0,1,1,1,0.319379,0.001016,-5.117610,100.0
1096,0,1,0,0,0,1,0,0,1,0,0,0,0.319648,-0.084444,-5.202053,100.0
1097,0,1,0,0,0,1,0,0,1,0,0,1,0.319941,0.001016,-5.201038,100.0
1098,0,1,0,0,0,1,0,0,1,0,1,0,0.320230,-0.013181,-5.214219,100.0
1099,0,1,0,0,0,1,0,0,1,0,1,1,0.320524,0.001016,-5.213203,100.0
1100,0,1,0,0,0,1,0,0,1,1,0,0,0.320818,0.003055,-5.210148,100.0
1101,0,1,0,0,0,1,0,0,1,1,0,1,0.321111,0.001016,-5.209132,100.0
1102,0,1,0,0,0,1,0,0,1,1,1,0,0.321400,-0.013181,-5.222313,100.0
1103,0,1,0,0,0,1,0,0,1,1,1,1,0.321693,0.001016,-5.221298,100.0
1104,0,1,0,0,0,1,0,1,0,0,0,0,0.322035,0.166695,-5.054603,100.0
1105,0,1,0,0,0,1,0,1,0,0,0,1,0.322329,0.001016,-5.053587,100.0
1106,0,1,0,0,0,1,0,1,0,0,1,0,0.322618,-0.013181,-5.066768,100.0
1107,0,1,0,0,0,1,0,1,0,0,1,1,0.322911,0.001016,-5.065753,100.0
1108,0,1,0,0,0,1,0,1,0,1,0,0,0.323205,0.003055,-5.062698,100.0
1109,0,1,0,0,0,1,0,1,0,1,0,1,0.323498,0.001016,-5.061682,100.0
1110,0,1,0,0,0,1,0,1,0,1,1,0,0.323788,-0.013181,-5.074863,100.0
1111,0,1,0,0,0,1,0,1,0,1,1,1,0.324081,0.001016,-5.073847,100.0
1112,0,1,0,0,0,1,0,1,1,0,0,0,0.324349,-0.084444,-5.158291,100.0
1113,0,1,0,0,0,1,0,1,1,0,0,1,0.324643,0.001016,-5.157275,100.0
1114,0,1,0,0,0,1,0,1,1,0,1,0,0.324932,-0.013181,-5.170456,100.0
1115,0,1,0,0,0,1,0,1,1,0,1,1,0.325225,0.001016,-5.169441,100.0
1116,0,1,0,0,0,1,0,1,1,1,0,0,0.325519,0.003055,-5.166386,100.0
1117,0,1,0,0,0,1,0,1,1,1,0,1,0.325812,0.001016,-5.165370,100.0
1118,0,1,0,0,0,1,0,1,1,1,1,0,0.326102,-0.013181,-5.178551,100.0
1119,0,1,0,0,0,1,0,1,1,1,1,1,0.326395,0.001016,-5.177536,100.0
1120,0,1,0,0,0,1,1,0,0,0,0,0,0.326642,-0.155466,-5.333002,100.0
1121,0,1,0,0,0,1,1,0,0,0,0,1,0.326936,0.001016,-5.331986,100.0
1122,0,1,0,0,0,1,1,0,0,0,1,0,0.327225,-0.013181,-5.345167,100.0
1123,0,1,0,0,0,1,1,0,0,0,1,1,0.327518,0.001016,-5.344152,100.0
1124,0,1,0,0,0,1,1,0,0,1,0,0,0.327812,0.003055,-5.341097,100.0
1125,0,1,0,0,0,1,1,0,0,1,0,1,0.328105,0.001016,-5.340081,100.0
1126,0,1,0,0,0,1,1,0,0,1,1,0,0.328395,-0.013181,-5.353262,100.0
1127,0,1,0,0,0,1,1,0,0,1,1,1,0.328688,0.001016,-5.352247,100.0
1128,0,1,0,0,0,1,1,0,1,0,0,0,0.328956,-0.084444,-5.436690,100.0
1129,0,1,0,0,0,1,1,0,1,0,0,1,0.329250,0.001016,-5.435675,100.0
1130,0,1,0,0,0,1,1,0,1,0,1,0,0.329539,-0.013181,-5.448856,100.0
1131,0,1,0,0,0,1,1,0,1,0,1,1,0.329832,0.001016,-5.447840,100.0
